height_m,radius_micron,concentration_m3
2.0,0.054448897868895854,1.4914978433516156e-07
2.0,0.056013612494549336,1.53886873890375e-07
2.0,0.05762329280280725,1.587632446010122e-07
2.0,0.05927923098623872,1.6378282840655418e-07
2.0,0.06098275637154582,1.689496703177045e-07
2.0,0.06273523648669853,1.742679316692023e-07
2.0,0.06453807815873616,1.7974189345963092e-07
2.0,0.06639272864311684,1.853759597805589e-07
2.0,0.06830067678552124,1.911746613374095e-07
2.0,0.07026345421704362,1.9714265906451587e-07
2.0,0.07228263658372927,2.0328474783689504e-07
2.0,0.07435984481144557,2.0960586028132468e-07
2.0,0.07649674640710225,2.161110706893541e-07
2.0,0.07869505679726489,2.2280559903486186e-07
2.0,0.08095654070523675,2.2969481509884132e-07
2.0,0.08328301356771424,2.367842427040339e-07
2.0,0.08567634299215317,2.4407956406201764e-07
2.0,0.08813845025601585,2.5158662423543077e-07
2.0,0.09067131184910243,2.593114357179628e-07
